学生学院,年级,班级,预警级别,学号,不及格课程总学分,不及格门次
电气与自动化工程学院,2012,1607121,蓝色预警,160712125,4,1
电气与自动化工程学院,2013,1605132,橙色预警,160513228,13.5,5
电气与自动化工程学院,2013,1608131,黄色预警,160813106,7.5,2
电气与自动化工程学院,2013,1608131,黄色预警,160813115,8,3
电气与自动化工程学院,2013,1608131,蓝色预警,160813130,3,1
电气与自动化工程学院,2013,1608132,橙色预警,160813202,13.5,6
电气与自动化工程学院,2013,Z161131,黄色预警,160113110,10.5,4
电气与自动化工程学院,2013,Z161131,蓝色预警,160113122,4,1
电气与自动化工程学院,2014,1605141,红色预警,160514122,43.5,13
电气与自动化工程学院,2014,1608141,红色预警,160814123,54,14
电气与自动化工程学院,2014,1608141,黄色预警,160814124,6.5,2
电气与自动化工程学院,2014,1608141,红色预警,160814125,41,14
电气与自动化工程学院,2014,1608141,黄色预警,160814129,8.5,3
电气与自动化工程学院,2014,1608142,黄色预警,160814211,13,4
电气与自动化工程学院,2014,1608142,红色预警,160814228,22.5,8
电气与自动化工程学院,2014,1621142,红色预警,162114205,54.5,18
电气与自动化工程学院,2014,1621142,红色预警,162114232,32,10
电气与自动化工程学院,2014,Z161141,黄色预警,Z16114102,9,2
电气与自动化工程学院,2014,Z161141,黄色预警,Z16114110,14.5,4
电气与自动化工程学院,2014,Z161141,黄色预警,Z16114128,11,3
电气与自动化工程学院,2014,Z161142,黄色预警,Z16114211,8,3
电气与自动化工程学院,2015,1605151,蓝色预警,160515102,3,1
电气与自动化工程学院,2015,1605151,橙色预警,160515110,14.5,5
电气与自动化工程学院,2015,1605151,蓝色预警,160515122,3,1
电气与自动化工程学院,2015,1605152,红色预警,160515222,26.5,8
电气与自动化工程学院,2015,1607151,黄色预警,160715101,13.5,4
电气与自动化工程学院,2015,1608151,红色预警,160814130,33,13
电气与自动化工程学院,2015,1608151,黄色预警,160815102,11,4
电气与自动化工程学院,2015,1608151,蓝色预警,160815116,3,1
电气与自动化工程学院,2015,1608151,橙色预警,160815121,13.5,6
电气与自动化工程学院,2015,1608151,黄色预警,160815126,4,2
电气与自动化工程学院,2015,1608151,蓝色预警,160815132,14,1
电气与自动化工程学院,2015,1608152,红色预警,160815206,70.5,23
电气与自动化工程学院,2015,1608152,黄色预警,160815207,11,4
电气与自动化工程学院,2015,1608152,红色预警,160815210,29,10
电气与自动化工程学院,2015,1608152,橙色预警,160815218,17,6
电气与自动化工程学院,2015,1608152,黄色预警,160815224,6,2
电气与自动化工程学院,2015,1608152,蓝色预警,160815232,2,1
电气与自动化工程学院,2015,1621151,红色预警,162115129,25.5,5
电气与自动化工程学院,2015,1621151,红色预警,162115138,27,6
电气与自动化工程学院,2015,1621152,橙色预警,162115213,19,7
电气与自动化工程学院,2015,1621152,蓝色预警,162115216,3,1
电气与自动化工程学院,2015,1621152,黄色预警,162115217,14,3
电气与自动化工程学院,2015,1621152,黄色预警,162115219,15.5,3
电气与自动化工程学院,2015,1621152,黄色预警,162115228,10,2
电气与自动化工程学院,2015,1621152,黄色预警,162115229,8.5,2
电气与自动化工程学院,2015,Z161151,红色预警,Z16115106,40,11
电气与自动化工程学院,2015,Z161151,红色预警,Z16115113,29.5,8
电气与自动化工程学院,2015,Z161151,蓝色预警,Z16115115,14,1
电气与自动化工程学院,2015,Z161151,蓝色预警,Z16115124,2,1
电气与自动化工程学院,2015,Z161151,红色预警,Z16115130,51.5,15
电气与自动化工程学院,2015,Z161151,黄色预警,Z16115139,7.5,3
电气与自动化工程学院,2015,Z161152,黄色预警,Z16115203,16,2
电气与自动化工程学院,2015,Z161152,蓝色预警,Z16115216,2,1
电气与自动化工程学院,2016,1605161,橙色预警,160516103,11.5,5
电气与自动化工程学院,2016,1605161,黄色预警,160516104,5,2
电气与自动化工程学院,2016,1605161,蓝色预警,160516105,3,1
电气与自动化工程学院,2016,1605161,红色预警,160516112,35,11
电气与自动化工程学院,2016,1605161,黄色预警,160516114,11,3
电气与自动化工程学院,2016,1605161,蓝色预警,160516117,4,1
电气与自动化工程学院,2016,1605161,橙色预警,160516127,18.5,6
电气与自动化工程学院,2016,1605161,黄色预警,160516133,7.5,3
电气与自动化工程学院,2016,1605162,蓝色预警,160516211,2,1
电气与自动化工程学院,2016,1605162,黄色预警,160516213,8,3
电气与自动化工程学院,2016,1605162,蓝色预警,160516214,2,1
电气与自动化工程学院,2016,1605162,蓝色预警,160516215,2,1
电气与自动化工程学院,2016,1605162,黄色预警,160516216,6.5,3
电气与自动化工程学院,2016,1605162,黄色预警,160516218,5,2
电气与自动化工程学院,2016,1605162,黄色预警,160516220,5,2
电气与自动化工程学院,2016,1605162,黄色预警,160516223,6,2
电气与自动化工程学院,2016,1605162,蓝色预警,160516224,2,1
电气与自动化工程学院,2016,1605162,黄色预警,160516225,6,2
电气与自动化工程学院,2016,1605162,蓝色预警,160516232,3,1
电气与自动化工程学院,2016,1605162,蓝色预警,160516233,3,1
电气与自动化工程学院,2016,1607161,蓝色预警,150916204,3,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716103,4,1
电气与自动化工程学院,2016,1607161,黄色预警,160716105,15,4
电气与自动化工程学院,2016,1607161,蓝色预警,160716107,3,1
电气与自动化工程学院,2016,1607161,橙色预警,160716109,19,5
电气与自动化工程学院,2016,1607161,黄色预警,160716115,7,2
电气与自动化工程学院,2016,1607161,黄色预警,160716116,11,3
电气与自动化工程学院,2016,1607161,蓝色预警,160716117,3,1
电气与自动化工程学院,2016,1607161,橙色预警,160716118,18,5
电气与自动化工程学院,2016,1607161,蓝色预警,160716119,4,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716125,3,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716127,3,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716128,4,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716130,3,1
电气与自动化工程学院,2016,1607161,蓝色预警,160716132,4,1
电气与自动化工程学院,2016,1607162,蓝色预警,020616218,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,060816108,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,160716203,0.5,1
电气与自动化工程学院,2016,1607162,黄色预警,160716209,10,3
电气与自动化工程学院,2016,1607162,蓝色预警,160716210,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,160716212,4,1
电气与自动化工程学院,2016,1607162,黄色预警,160716215,7,2
电气与自动化工程学院,2016,1607162,蓝色预警,160716226,2,1
电气与自动化工程学院,2016,1607162,蓝色预警,160716236,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,160716237,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,160716238,3,1
电气与自动化工程学院,2016,1607162,蓝色预警,Z15116107,3,1
电气与自动化工程学院,2016,1608161,蓝色预警,160814117,1.5,1
电气与自动化工程学院,2016,1608161,蓝色预警,160816102,0.5,1
电气与自动化工程学院,2016,1608161,橙色预警,160816103,12.5,5
电气与自动化工程学院,2016,1608161,红色预警,160816107,19,8
电气与自动化工程学院,2016,1608161,蓝色预警,160816108,4,1
电气与自动化工程学院,2016,1608161,橙色预警,160816111,17,6
电气与自动化工程学院,2016,1608161,黄色预警,160816113,11.5,4
电气与自动化工程学院,2016,1608161,黄色预警,160816115,9,3
电气与自动化工程学院,2016,1608161,黄色预警,160816116,6.5,2
电气与自动化工程学院,2016,1608161,黄色预警,160816118,9.5,4
电气与自动化工程学院,2016,1608161,蓝色预警,160816120,3,1
电气与自动化工程学院,2016,1608161,红色预警,160816121,27,10
电气与自动化工程学院,2016,1608161,红色预警,160816123,25,9
电气与自动化工程学院,2016,1608161,蓝色预警,160816124,3,1
电气与自动化工程学院,2016,1608161,蓝色预警,160816127,3.5,1
电气与自动化工程学院,2016,1608161,黄色预警,160816128,6.5,2
电气与自动化工程学院,2016,1608161,蓝色预警,160816130,3,1
电气与自动化工程学院,2016,1608161,红色预警,160816132,44.5,17
电气与自动化工程学院,2016,1608161,红色预警,160816133,61,21
电气与自动化工程学院,2016,1608161,红色预警,160816134,31.5,10
电气与自动化工程学院,2016,1608161,蓝色预警,160816141,3.5,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816202,2,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816204,2,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816212,2,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816216,3.5,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816217,3.5,1
电气与自动化工程学院,2016,1608162,黄色预警,160816218,12,4
电气与自动化工程学院,2016,1608162,橙色预警,160816220,21.5,7
电气与自动化工程学院,2016,1608162,蓝色预警,160816222,3,1
电气与自动化工程学院,2016,1608162,蓝色预警,160816223,3,1
电气与自动化工程学院,2016,1608162,黄色预警,160816224,5,2
电气与自动化工程学院,2016,1608162,黄色预警,160816235,5,2
电气与自动化工程学院,2016,1621161,红色预警,162116101,51.5,16
电气与自动化工程学院,2016,1621161,红色预警,162116103,55,15
电气与自动化工程学院,2016,1621161,红色预警,162116104,69.5,20
电气与自动化工程学院,2016,1621161,蓝色预警,162116108,2.5,1
电气与自动化工程学院,2016,1621161,黄色预警,162116109,3,2
电气与自动化工程学院,2016,1621161,红色预警,162116112,83.5,19
电气与自动化工程学院,2016,1621161,蓝色预警,162116117,2.5,1
电气与自动化工程学院,2016,1621161,蓝色预警,162116120,3.5,1
电气与自动化工程学院,2016,1621161,黄色预警,162116125,7.5,2
电气与自动化工程学院,2016,1621161,橙色预警,162116126,19.5,6
电气与自动化工程学院,2016,1621161,黄色预警,162116127,13,4
电气与自动化工程学院,2016,1621161,黄色预警,162116128,10,3
电气与自动化工程学院,2016,1621161,黄色预警,162116130,10.5,3
电气与自动化工程学院,2016,1621161,蓝色预警,162116131,4.5,1
电气与自动化工程学院,2016,1621161,黄色预警,162116132,5.5,2
电气与自动化工程学院,2016,1621161,黄色预警,162116133,10.5,4
电气与自动化工程学院,2016,1621161,蓝色预警,162116139,2.5,1
电气与自动化工程学院,2016,1621162,橙色预警,162116205,18.5,6
电气与自动化工程学院,2016,1621162,黄色预警,162116208,12,4
电气与自动化工程学院,2016,1621162,红色预警,162116211,37.5,9
电气与自动化工程学院,2016,1621162,黄色预警,162116212,14,4
电气与自动化工程学院,2016,1621162,蓝色预警,162116218,4.5,1
电气与自动化工程学院,2016,1621162,红色预警,162116219,40,12
电气与自动化工程学院,2016,1621162,橙色预警,162116220,21.5,6
电气与自动化工程学院,2016,1621162,红色预警,162116221,88,21
电气与自动化工程学院,2016,1621162,蓝色预警,162116223,2.5,1
电气与自动化工程学院,2016,1621162,黄色预警,162116224,5.5,2
电气与自动化工程学院,2016,1621162,红色预警,162116226,67,16
电气与自动化工程学院,2016,1621162,黄色预警,162116232,15,4
电气与自动化工程学院,2016,1621162,蓝色预警,162116235,2.5,1
电气与自动化工程学院,2016,1621162,红色预警,162116236,27.5,13
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16114233,2.5,1
电气与自动化工程学院,2016,Z161161,黄色预警,Z16116102,8,3
电气与自动化工程学院,2016,Z161161,黄色预警,Z16116103,4,2
电气与自动化工程学院,2016,Z161161,红色预警,Z16116104,24.5,11
电气与自动化工程学院,2016,Z161161,黄色预警,Z16116106,7.5,3
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116108,2.5,1
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116109,2.5,1
电气与自动化工程学院,2016,Z161161,黄色预警,Z16116110,5.5,2
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116111,2.5,1
电气与自动化工程学院,2016,Z161161,黄色预警,Z16116113,4.5,2
电气与自动化工程学院,2016,Z161161,红色预警,Z16116116,36.5,11
电气与自动化工程学院,2016,Z161161,橙色预警,Z16116118,15.5,5
电气与自动化工程学院,2016,Z161161,红色预警,Z16116123,28,10
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116125,2.5,1
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116127,2.5,1
电气与自动化工程学院,2016,Z161161,蓝色预警,Z16116136,2.5,1
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116201,5,2
电气与自动化工程学院,2016,Z161162,橙色预警,Z16116203,13,5
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116204,2.5,1
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116205,4.5,2
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116207,2.5,1
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116208,2.5,1
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116209,3,1
电气与自动化工程学院,2016,Z161162,橙色预警,Z16116213,14,5
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116217,4.5,2
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116218,3,1
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116219,5.5,2
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116221,8,3
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116225,3,1
电气与自动化工程学院,2016,Z161162,橙色预警,Z16116226,12,5
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116227,5.5,2
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116228,3,1
电气与自动化工程学院,2016,Z161162,黄色预警,Z16116229,5.5,2
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116231,2.5,1
电气与自动化工程学院,2016,Z161162,蓝色预警,Z16116232,3,1
电气与自动化工程学院,2017,1605171,蓝色预警,160517102,2,1
电气与自动化工程学院,2017,1605171,蓝色预警,160517103,4,1
电气与自动化工程学院,2017,1605171,蓝色预警,160517110,2,1
电气与自动化工程学院,2017,1605171,蓝色预警,160517111,5,1
电气与自动化工程学院,2017,1605171,橙色预警,160517113,15,5
电气与自动化工程学院,2017,1605171,黄色预警,160517119,13,4
电气与自动化工程学院,2017,1605171,蓝色预警,160517125,3,1
电气与自动化工程学院,2017,1605172,黄色预警,160517207,9,3
电气与自动化工程学院,2017,1605172,橙色预警,160517209,18,5
电气与自动化工程学院,2017,1605172,红色预警,160517210,31,9
电气与自动化工程学院,2017,1605172,蓝色预警,160517211,5,1
电气与自动化工程学院,2017,1605172,蓝色预警,160517212,4,1
电气与自动化工程学院,2017,1605172,橙色预警,160517213,18,5
电气与自动化工程学院,2017,1605172,蓝色预警,160517214,1,1
电气与自动化工程学院,2017,1605172,红色预警,160517216,26,8
电气与自动化工程学院,2017,1605172,蓝色预警,160517218,4,1
电气与自动化工程学院,2017,1605172,蓝色预警,160517219,2,1
电气与自动化工程学院,2017,1605172,橙色预警,160517222,20,5
电气与自动化工程学院,2017,1605172,蓝色预警,160517224,3,1
电气与自动化工程学院,2017,1605172,黄色预警,160517228,8,2
电气与自动化工程学院,2017,1607171,黄色预警,160717104,6.5,3
电气与自动化工程学院,2017,1607171,蓝色预警,160717109,3,1
电气与自动化工程学院,2017,1607171,蓝色预警,160717113,3,1
电气与自动化工程学院,2017,1607171,蓝色预警,160717117,5,1
电气与自动化工程学院,2017,1607171,黄色预警,160717118,9,3
电气与自动化工程学院,2017,1607171,黄色预警,160717120,12,3
电气与自动化工程学院,2017,1607171,蓝色预警,160717122,4,1
电气与自动化工程学院,2017,1607171,蓝色预警,160717125,5,1
电气与自动化工程学院,2017,1607171,蓝色预警,160717126,4,1
电气与自动化工程学院,2017,1607171,蓝色预警,160717129,4,1
电气与自动化工程学院,2017,1607172,蓝色预警,040817138,3,1
电气与自动化工程学院,2017,1607172,蓝色预警,160717204,4,1
电气与自动化工程学院,2017,1607172,黄色预警,160717205,7,2
电气与自动化工程学院,2017,1607172,黄色预警,160717209,17,4
电气与自动化工程学院,2017,1607172,黄色预警,160717210,12,4
电气与自动化工程学院,2017,1607172,黄色预警,160717211,11,4
电气与自动化工程学院,2017,1607172,蓝色预警,160717214,3,1
电气与自动化工程学院,2017,1607172,黄色预警,160717215,7,2
电气与自动化工程学院,2017,1607172,黄色预警,160717216,3,2
电气与自动化工程学院,2017,1607172,红色预警,160717218,37.5,11
电气与自动化工程学院,2017,1607172,蓝色预警,160717219,3,1
电气与自动化工程学院,2017,1607172,蓝色预警,160717228,4,1
电气与自动化工程学院,2017,1607172,橙色预警,160717230,23,7
电气与自动化工程学院,2017,1607172,黄色预警,160717232,7,2
电气与自动化工程学院,2017,1607172,蓝色预警,160717233,3,1
电气与自动化工程学院,2017,1607172,蓝色预警,160717234,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817102,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817104,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817105,3,1
电气与自动化工程学院,2017,1608171,黄色预警,160817108,6,2
电气与自动化工程学院,2017,1608171,蓝色预警,160817109,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817110,3,1
电气与自动化工程学院,2017,1608171,黄色预警,160817111,10,3
电气与自动化工程学院,2017,1608171,黄色预警,160817112,6,2
电气与自动化工程学院,2017,1608171,蓝色预警,160817114,3,1
电气与自动化工程学院,2017,1608171,黄色预警,160817119,5,2
电气与自动化工程学院,2017,1608171,黄色预警,160817120,7,2
电气与自动化工程学院,2017,1608171,蓝色预警,160817122,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817125,3,1
电气与自动化工程学院,2017,1608171,蓝色预警,160817129,3,1
电气与自动化工程学院,2017,1608171,黄色预警,160817133,8,3
电气与自动化工程学院,2017,1608171,蓝色预警,160817137,3,1
电气与自动化工程学院,2017,1608172,蓝色预警,160817206,3,1
电气与自动化工程学院,2017,1608172,蓝色预警,160817208,5,1
电气与自动化工程学院,2017,1608172,橙色预警,160817209,15,5
电气与自动化工程学院,2017,1608172,蓝色预警,160817212,3,1
电气与自动化工程学院,2017,1608172,蓝色预警,160817218,2,1
电气与自动化工程学院,2017,1608172,黄色预警,160817221,8,3
电气与自动化工程学院,2017,1608172,蓝色预警,160817222,3,1
电气与自动化工程学院,2017,1608172,黄色预警,160817224,8,3
电气与自动化工程学院,2017,1608172,蓝色预警,160817225,3,1
电气与自动化工程学院,2017,1608172,蓝色预警,160817227,2,1
电气与自动化工程学院,2017,1608172,黄色预警,160817229,6,2
电气与自动化工程学院,2017,1608172,蓝色预警,160817230,3,1
电气与自动化工程学院,2017,1608172,黄色预警,160817235,8,3
电气与自动化工程学院,2017,1608172,黄色预警,160817236,8,3
电气与自动化工程学院,2017,1608172,黄色预警,160817238,6,2
电气与自动化工程学院,2017,1608172,蓝色预警,160817240,3,1
电气与自动化工程学院,2017,1609171,黄色预警,160917106,12,4
电气与自动化工程学院,2017,1609171,黄色预警,160917107,12,4
电气与自动化工程学院,2017,1609171,蓝色预警,160917108,2,1
电气与自动化工程学院,2017,1609171,蓝色预警,160917110,2,1
电气与自动化工程学院,2017,1609171,蓝色预警,160917111,2,1
电气与自动化工程学院,2017,1609171,红色预警,160917114,32.5,10
电气与自动化工程学院,2017,1609171,蓝色预警,160917117,2,1
电气与自动化工程学院,2017,1609171,黄色预警,160917119,11,4
电气与自动化工程学院,2017,1609171,黄色预警,160917120,8,3
电气与自动化工程学院,2017,1609171,蓝色预警,160917122,4,1
电气与自动化工程学院,2017,1609171,蓝色预警,160917123,2,1
电气与自动化工程学院,2017,1609171,红色预警,160917124,35,14
电气与自动化工程学院,2017,1609171,黄色预警,160917128,5,2
电气与自动化工程学院,2017,1609171,橙色预警,160917129,18,6
电气与自动化工程学院,2017,1609172,蓝色预警,160917201,2,1
电气与自动化工程学院,2017,1609172,黄色预警,160917206,4,2
电气与自动化工程学院,2017,1609172,蓝色预警,160917207,2,1
电气与自动化工程学院,2017,1609172,蓝色预警,160917208,4,1
电气与自动化工程学院,2017,1609172,蓝色预警,160917209,2,1
电气与自动化工程学院,2017,1609172,黄色预警,160917210,3,2
电气与自动化工程学院,2017,1609172,橙色预警,160917213,15,5
电气与自动化工程学院,2017,1609172,黄色预警,160917214,14,4
电气与自动化工程学院,2017,1609172,黄色预警,160917215,5,2
电气与自动化工程学院,2017,1609172,蓝色预警,160917216,2,1
电气与自动化工程学院,2017,1609172,黄色预警,160917217,13,4
电气与自动化工程学院,2017,1609172,蓝色预警,160917221,2,1
电气与自动化工程学院,2017,1609172,黄色预警,160917222,9,3
电气与自动化工程学院,2017,1609172,蓝色预警,160917226,3,1
电气与自动化工程学院,2017,1609172,蓝色预警,160917233,4,1
电气与自动化工程学院,2017,1621171,蓝色预警,162117101,4,1
电气与自动化工程学院,2017,1621171,红色预警,162117103,32,4
电气与自动化工程学院,2017,1621171,红色预警,162117104,79.5,15
电气与自动化工程学院,2017,1621171,黄色预警,162117105,19,3
电气与自动化工程学院,2017,1621171,黄色预警,162117106,5.5,2
电气与自动化工程学院,2017,1621171,黄色预警,162117107,7.5,3
电气与自动化工程学院,2017,1621171,黄色预警,162117109,22.5,4
电气与自动化工程学院,2017,1621171,黄色预警,162117110,6.5,2
电气与自动化工程学院,2017,1621171,黄色预警,162117111,12.5,4
电气与自动化工程学院,2017,1621171,蓝色预警,162117112,12,1
电气与自动化工程学院,2017,1621171,红色预警,162117115,27.5,5
电气与自动化工程学院,2017,1621171,蓝色预警,162117117,2.5,1
电气与自动化工程学院,2017,1621171,红色预警,162117118,29,7
电气与自动化工程学院,2017,1621171,蓝色预警,162117119,4,1
电气与自动化工程学院,2017,1621171,黄色预警,162117120,17,3
电气与自动化工程学院,2017,1621171,橙色预警,162117121,15,5
电气与自动化工程学院,2017,1621171,黄色预警,162117123,21.5,4
电气与自动化工程学院,2017,1621171,黄色预警,162117124,23,4
电气与自动化工程学院,2017,1621171,红色预警,162117127,50,10
电气与自动化工程学院,2017,1621171,红色预警,162117128,63,10
电气与自动化工程学院,2017,1621171,红色预警,162117130,45,6
电气与自动化工程学院,2017,1621171,黄色预警,162117132,14,2
电气与自动化工程学院,2017,1621171,黄色预警,162117133,14.5,2
电气与自动化工程学院,2017,1621171,橙色预警,162117134,18.5,5
电气与自动化工程学院,2017,1621171,黄色预警,162117135,5,2
电气与自动化工程学院,2017,1621171,黄色预警,162117136,6.5,2
电气与自动化工程学院,2017,1621171,蓝色预警,162117138,2.5,1
电气与自动化工程学院,2017,1621171,蓝色预警,162117140,2.5,1
电气与自动化工程学院,2017,1621171,蓝色预警,162117141,3,1
电气与自动化工程学院,2017,1621172,黄色预警,162117201,16,2
电气与自动化工程学院,2017,1621172,黄色预警,162117203,6.5,2
电气与自动化工程学院,2017,1621172,蓝色预警,162117210,3,1
电气与自动化工程学院,2017,1621172,红色预警,162117211,37,8
电气与自动化工程学院,2017,1621172,红色预警,162117212,55,11
电气与自动化工程学院,2017,1621172,蓝色预警,162117215,2,1
电气与自动化工程学院,2017,1621172,蓝色预警,162117216,6,1
电气与自动化工程学院,2017,1621172,红色预警,162117217,25.5,5
电气与自动化工程学院,2017,1621172,红色预警,162117218,44,5
电气与自动化工程学院,2017,1621172,黄色预警,162117219,7,3
电气与自动化工程学院,2017,1621172,红色预警,162117220,28.5,6
电气与自动化工程学院,2017,1621172,橙色预警,162117221,14,5
电气与自动化工程学院,2017,1621172,橙色预警,162117223,16,5
电气与自动化工程学院,2017,1621172,黄色预警,162117224,20.5,4
电气与自动化工程学院,2017,1621172,蓝色预警,162117226,3,1
电气与自动化工程学院,2017,1621172,蓝色预警,162117229,2.5,1
电气与自动化工程学院,2017,1621172,蓝色预警,162117231,4,1
电气与自动化工程学院,2017,1621172,红色预警,162117234,36,6
电气与自动化工程学院,2017,1621172,黄色预警,162117235,11,3
电气与自动化工程学院,2017,1621172,蓝色预警,162117236,6,1
电气与自动化工程学院,2017,1621172,黄色预警,162117238,7.5,3
电气与自动化工程学院,2017,Z161171,黄色预警,Z16117102,6,2
电气与自动化工程学院,2017,Z161171,蓝色预警,Z16117110,4,1
电气与自动化工程学院,2017,Z161171,黄色预警,Z16117113,4,2
电气与自动化工程学院,2017,Z161171,蓝色预警,Z16117114,5,1
电气与自动化工程学院,2017,Z161171,黄色预警,Z16117115,9,4
电气与自动化工程学院,2017,Z161171,黄色预警,Z16117117,12,3
电气与自动化工程学院,2017,Z161171,蓝色预警,Z16117128,2,1
电气与自动化工程学院,2017,Z161171,蓝色预警,Z16117135,4,1
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117201,10,3
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117204,5,2
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117206,7,2
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117207,9,2
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117208,7,2
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117210,9,3
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117219,9,3
电气与自动化工程学院,2017,Z161172,蓝色预警,Z16117221,4,1
电气与自动化工程学院,2017,Z161172,蓝色预警,Z16117222,3,1
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117226,8,2
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117227,13,4
电气与自动化工程学院,2017,Z161172,黄色预警,Z16117228,15,4
电气与自动化工程学院,2017,Z161172,蓝色预警,Z16117231,4,1
电气与自动化工程学院,2017,ZB62171,橙色预警,ZB6217119,14.5,5
电气与自动化工程学院,2018,1605181,蓝色预警,160518116,5,1
电气与自动化工程学院,2018,1605181,蓝色预警,160518117,2,1
电气与自动化工程学院,2018,1605181,蓝色预警,160518121,2,1
电气与自动化工程学院,2018,1605181,黄色预警,160518122,4,2
电气与自动化工程学院,2018,1605181,黄色预警,160518125,13,3
电气与自动化工程学院,2018,1605181,蓝色预警,160518127,2,1
电气与自动化工程学院,2018,1605181,蓝色预警,160518128,5,1
电气与自动化工程学院,2018,1605181,蓝色预警,160518130,3,1
电气与自动化工程学院,2018,1605182,黄色预警,160518201,4,2
电气与自动化工程学院,2018,1605182,黄色预警,160518209,6,2
电气与自动化工程学院,2018,1605182,蓝色预警,160518215,5,1
电气与自动化工程学院,2018,1605182,蓝色预警,160518218,2,1
电气与自动化工程学院,2018,1605182,黄色预警,160518222,13,3
电气与自动化工程学院,2018,1605182,蓝色预警,160518224,5,1
电气与自动化工程学院,2018,1607181,黄色预警,150318223,7.5,3
电气与自动化工程学院,2018,1607181,黄色预警,160718101,6,2
电气与自动化工程学院,2018,1607181,蓝色预警,160718102,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718105,1,1
电气与自动化工程学院,2018,1607181,黄色预警,160718106,10,2
电气与自动化工程学院,2018,1607181,蓝色预警,160718108,3,1
电气与自动化工程学院,2018,1607181,黄色预警,160718110,11,3
电气与自动化工程学院,2018,1607181,蓝色预警,160718112,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718113,2,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718115,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718116,5,1
电气与自动化工程学院,2018,1607181,黄色预警,160718125,8,2
电气与自动化工程学院,2018,1607181,蓝色预警,160718127,3,1
电气与自动化工程学院,2018,1607181,黄色预警,160718128,8,2
电气与自动化工程学院,2018,1607181,蓝色预警,160718129,3,1
电气与自动化工程学院,2018,1607181,黄色预警,160718131,6,2
电气与自动化工程学院,2018,1607181,蓝色预警,160718132,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718135,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,160718139,3,1
电气与自动化工程学院,2018,1607181,蓝色预警,172518201,3,1
电气与自动化工程学院,2018,1607182,蓝色预警,060818203,3,1
电气与自动化工程学院,2018,1607182,蓝色预警,160718211,3,1
电气与自动化工程学院,2018,1607182,黄色预警,160718213,3.5,2
电气与自动化工程学院,2018,1607182,黄色预警,160718214,4.5,2
电气与自动化工程学院,2018,1607182,黄色预警,160718223,8,2
电气与自动化工程学院,2018,1607182,黄色预警,160718225,10,3
